longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
-1.309509778375016,0.9961872547061966,1.799282830634462,-0.5971678022754384,-1.191343663328343,-1.1781878053988704,-1.1951974793710056,2.4145438068361447,352100.0,0.0,0.0,0.0,1.0,0.0
-1.3144983892224904,0.9961872547061966,1.799282830634462,-0.7851618951741715,-0.9664939161759248,-1.0649129254547418,-0.9698679013535891,1.3355296733873725,341300.0,0.0,0.0,0.0,1.0,0.0
-1.3144983892224904,0.9961872547061966,1.799282830634462,-0.4413177770744162,-0.7416441690235068,-1.0521238261062111,-0.755268303241764,0.13446388859266392,342200.0,0.0,0.0,0.0,1.0,0.0
-1.3144983892224904,0.9961872547061966,1.799282830634462,-1.1309541385889395,-1.076420459228218,-1.329829983388591,-1.1093576401262755,0.26186281929658284,269700.0,0.0,0.0,0.0,1.0,0.0
-1.3144983892224904,0.9915658518206819,1.799282830634462,0.44313111594138466,0.3026579899732793,-0.08563331819582312,0.6128041347211213,0.00940439260786226,299200.0,0.0,0.0,0.0,1.0,0.0
-1.3144983892224904,0.9915658518206819,1.799282830634462,0.9973727680625198,1.2919968774439188,0.029468575940952754,1.32634779844294,-0.3509353951281428,241400.0,0.0,0.0,0.0,1.0,0.0
-1.3194870000699648,0.9915658518206819,0.9846710501705794,0.46261236909151243,1.1820703343916255,0.11899227138066733,1.0473683208975673,-1.0458143476978905,226700.0,0.0,0.0,0.0,1.0,0.0
-1.3144983892224904,0.9915658518206819,1.799282830634462,1.4308306506528627,1.391930098400549,0.7493121678439638,1.685802125280247,0.030860351031764488,261100.0,0.0,0.0,0.0,1.0,0.0
-1.3194870000699648,0.9961872547061966,1.799282830634462,0.11876825099175724,0.02784163234254613,-0.4218039296429146,0.011925260008010884,-0.29539053079710587,281500.0,0.0,0.0,0.0,1.0,0.0
-1.3194870000699648,0.9961872547061966,1.799282830634462,1.386023768407569,1.6167798455529672,0.6634425007895437,1.7931019243361594,-0.2503397022061083,241800.0,0.0,0.0,0.0,1.0,0.0
-1.3194870000699648,0.9961872547061966,1.799282830634462,0.4002723590111036,0.2277080742558066,-0.07832526142523417,0.36601459689252236,-0.3810138415167909,213500.0,0.0,0.0,0.0,1.0,0.0
-1.3194870000699648,0.9915658518206819,1.799282830634462,-1.3481701112128641,-1.1863470022805114,-1.454066948488603,-1.2112924492293924,-0.6493135833035327,191300.0,0.0,0.0,0.0,1.0,0.0
-1.3194870000699648,0.9961872547061966,1.799282830634462,0.5483298829520746,0.9872005535261965,0.12995435653655074,1.181493069717458,-1.155233051560595,159200.0,0.0,0.0,0.0,1.0,0.0
-1.3194870000699648,0.9961872547061966,1.6363604745416855,-0.9351675444301553,-0.7266541858800123,-0.8109579526767758,-0.7284433534777859,-1.0160032652771414,140000.0,0.0,0.0,0.0,1.0,0.0
-1.324475610917432,0.9961872547061966,1.799282830634462,-0.11111053617975049,-0.40686787881879544,-0.6355645901826412,-0.3689890266404787,-0.5815368174411123,152500.0,0.0,0.0,0.0,1.0,0.0
-1.324475610917432,0.9961872547061966,1.799282830634462,-0.8299687774194653,-0.6766875754016971,-0.9004816481164905,-0.5192087453187564,-1.0192116328919305,155500.0,0.0,0.0,0.0,1.0,0.0
-1.3194870000699648,0.9915658518206819,1.6363604745416855,0.15480856931949363,0.13277151434700787,-0.2756427942311357,0.10313008920553657,-1.1055033535313634,158700.0,0.0,0.0,0.0,1.0,0.0
-1.324475610917432,0.9915658518206819,1.799282830634462,-0.5621015466052084,-0.6517042701625395,-0.8237470520253065,-0.6694284639970339,-0.6963028006617987,162900.0,0.0,0.0,0.0,1.0,0.0
-1.324475610917432,0.9961872547061966,0.8217486940778029,-1.2945966650500127,-1.221323629615332,-1.33713804015918,-1.2542123688517575,-1.5288073557076052,147500.0,0.0,0.0,0.0,1.0,0.0
-1.324475610917432,0.9961872547061966,0.9846710501705794,-0.4296290251843396,-0.3069346578621652,-0.3870906599826171,-0.18121437829263173,-1.2910539472533353,159800.0,0.0,0.0,0.0,1.0,0.0
-1.324475610917432,0.9915658518206819,1.799282830634462,0.34669891284825216,0.562484364460518,-0.2299674394149548,0.41966449642047865,-1.2833672331762362,113900.0,0.0,0.0,0.0,1.0,0.0
-1.324475610917432,0.9915658518206819,1.799282830634462,-0.3818999549665265,-0.45683448929711057,-0.5259437386238071,-0.40117896635725253,-0.9788396737391671,99700.0,0.0,0.0,0.0,1.0,0.0
-1.324475610917432,0.9915658518206819,1.799282830634462,0.1401976294568978,0.04283161548604066,-0.2464105671487799,0.11922505906392346,-0.6985085533969662,132600.0,0.0,0.0,0.0,1.0,0.0
-1.3294642217649064,0.9961872547061966,0.9032098721241911,-1.5049941990713926,-1.5261199535330543,-1.5052233458827255,-1.506366896633152,-0.8296505796514723,107500.0,0.0,0.0,0.0,1.0,0.0
-1.3294642217649064,0.9961872547061966,1.5548992964952972,-0.9254269178550915,-0.9215239667454412,-0.9753892300150271,-0.8625681022976766,-0.7922864651375736,93800.0,0.0,0.0,0.0,1.0,0.0
-1.3294642217649064,0.9961872547061966,1.799282830634462,-0.1773467968901849,-0.03711496127926353,-0.07101720465464524,-0.014899689755967258,-1.227889209837174,105500.0,0.0,0.0,0.0,1.0,0.0
-1.3294642217649064,0.9915658518206819,1.6363604745416855,0.001880732090990602,0.31764797311677384,-0.018033793067875385,0.3928395466565005,-1.3385778925473992,108900.0,0.0,0.0,0.0,1.0,0.0
-1.3294642217649064,0.9915658518206819,1.799282830634462,-1.3160260435151532,-1.3412434947632883,-1.3627162388562413,-1.3132272583325093,-1.3084326051667765,132000.0,0.0,0.0,0.0,1.0,0.0
-1.3294642217649064,0.9915658518206819,1.5548992964952972,-0.1598136690550699,0.09279822596435579,-0.5076735966973347,-0.1168344988590842,-1.1480810654192943,122300.0,0.0,0.0,0.0,1.0,0.0
-1.3294642217649064,0.9915658518206819,1.799282830634462,0.0710391807739442,0.26268470159062723,0.04956573206007235,0.2211598681670404,-1.1252882871558965,115200.0,0.0,0.0,0.0,1.0,0.0
-1.324475610917432,0.9915658518206819,1.473438118448909,-0.15396929311003157,-0.09707489385324168,-0.20987028329583518,-0.34752906682929624,-1.235308559946374,110400.0,0.0,0.0,0.0,1.0,0.0
-1.324475610917432,0.9869444489351639,1.5548992964952972,-0.41404402266423734,-0.3119313189099967,-0.7068181436958834,-0.37971900654607,-1.5173107050879442,104900.0,0.0,0.0,0.0,1.0,0.0
-1.324475610917432,0.9869444489351639,1.7178216525880738,0.5697592614172152,0.7273741790389578,0.2139970093983236,0.7308339136826251,-0.611414740853836,109700.0,0.0,0.0,0.0,1.0,0.0
-1.324475610917432,0.9869444489351639,1.5548992964952972,-0.8426315919670484,-0.7316508469278438,-1.0429887551429748,-0.7284433534777859,-1.4430503630039706,97200.0,0.0,0.0,0.0,1.0,0.0
-1.324475610917432,0.9869444489351639,1.473438118448909,-0.2747530626408238,0.017848310246883103,-0.2811238368090774,-0.1382944586702667,-1.7029949807938658,104500.0,0.0,0.0,0.0,1.0,0.0
-1.3294642217649064,0.9869444489351639,1.799282830634462,-0.5543090453451573,-0.19201145376204043,-0.4382470573767397,0.01729024996080651,-1.493715834920849,103900.0,0.0,0.0,0.0,1.0,0.0
-1.3194870000699648,0.9869444489351639,1.799282830634462,-0.5942456143029192,-0.49181111663193117,-0.8255740662179538,-0.4870188056019826,-0.1103078240189575,191400.0,0.0,0.0,0.0,1.0,0.0
-1.3194870000699648,0.9869444489351639,1.799282830634462,0.34280266221822664,1.4319033867832012,0.4314116983233447,1.5892323061299256,-0.7053263345783932,176000.0,0.0,0.0,0.0,1.0,0.0
-1.3194870000699648,0.9869444489351639,1.799282830634462,-0.4043033960891735,-0.047108283374926556,-0.35603141870761407,-0.025629669661558517,-1.0341840150942798,155400.0,0.0,0.0,0.0,1.0,0.0
